Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,15,1.726820945739746,0.20167207717895508,0.7850877192982456,0.7850877192982456,0.7850877192982456,1.1710526315789473,0.7850877192982457,0.9519703364010398
