Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,20,2.478710651397705,0.2859485149383545,0.8552631578947368,0.8552631578947368,0.8552631578947368,0.6140350877192983,0.8552631578947367,0.9705799341922455
