Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,60,14.3384530544281,1.2466068267822266,0.9210526315789473,0.9210526315789473,0.9210526315789473,0.3508771929824561,0.9210526315789473,0.9889697350336057
