Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,55,10.237347602844238,0.8662612438201904,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.32894736842105265,0.9298245614035088,0.9869058734685693
