Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,25,3.1900641918182373,0.3430826663970947,0.868421052631579,0.868421052631579,0.868421052631579,0.6403508771929824,0.868421052631579,0.9757654844644391
