Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,45,7.599826097488403,0.7183265686035156,0.9122807017543859,0.9122807017543859,0.9122807017543859,0.4780701754385965,0.9122807017543859,0.9886184670862771
