Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,30,4.2795984745025635,0.4356064796447754,0.8859649122807017,0.8859649122807017,0.8859649122807017,0.4517543859649123,0.8859649122807017,0.9830365932472782
