Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,10,0.9177970886230469,0.14966320991516113,0.5701754385964912,0.5701754385964912,0.5701754385964912,2.223684210526316,0.5701754385964912,0.8535222394421415
