Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,60,17.541224718093872,1.1878225803375244,0.8859649122807017,0.8859649122807017,0.8859649122807017,0.3991228070175439,0.8859649122807017,0.9835980474327732
