Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,50,9.024606466293335,0.737830638885498,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.37719298245614036,0.9298245614035088,0.9866595892377154
