Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,40,6.4790966510772705,0.562546968460083,0.9035087719298246,0.9035087719298246,0.9035087719298246,0.4780701754385965,0.9035087719298246,0.9877558724214811
