Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,35,5.378522634506226,0.47101569175720215,0.9035087719298246,0.9035087719298246,0.9035087719298246,0.4649122807017544,0.9035087719298246,0.9850481461457986
