Classifier,Type,Signal(s),Train(t),Test(t),Score_1,Score_2,Score_3,mse,f1,roc-auc
MUSE,sktime-multivar,60,13.869578838348389,1.3041653633117676,0.9210526315789473,0.9210526315789473,0.9210526315789473,0.3508771929824561,0.9210526315789473,0.9889697350336057
